hop,v.,（人）单足跳,xxx
skip,v.,蹦跳着走；跳绳；略过,xxx
overlook,v.,眺望；看漏；宽容,xxx
regulate,v.,调整，调节，校准,xxx
modulate,v.,调整，调节（声音）,xxx
settlement,n.,调停；（尤指拓荒者居住的）定居点，村落,xxx
mischief,n.,调皮，捣蛋，胡闹,xxx
accord,n.,符合；协议,xxx
questionnaire,n.,调查表，征求意见表,xxx
sweetness,n.,甜蜜，芬芳；愉悦，美好,xxx
dessert,n.,甜点心,xxx
Catholic,adj.,天主教的,n.,天主教徒,xxx
astronomy,n.,天文学,xxx
embody,v.,体现；包含，收录,xxx
theme,n.,题目；主题；主旋律；（句子的）主位；词干,xxx
nominate,v.,提名，推荐；任命,xxx
finance,v.,提供资金,xxx
nourish,v.,提供养分，养育,xxx
enhance,v.,提高，增加；改进,xxx
elevate,v.,提拔；抬高,xxx
purify,v.,提纯，精炼（金属）,xxx
raise,v.,提出，发起，发出,xxx
introduce,v.,提出（议案等）,xxx
peculiarity,n.,特性，独特性；怪癖,xxx
individual,adj.,特殊的,xxx
essential,adj.,极其重要的；必不可少的,xxx
bore,n.,讨厌的人；麻烦事,xxx
earthenware,n.,陶器,xxx
flee,v.,逃走，逃避,xxx
outlaw,n.,逃犯，歹徒,xxx
wade,v.,趟（河），跋涉,xxx
probe,n.,探针,v.,用探针探查,xxx
expedition,n.,探险；探险队,xxx
charcoal,n.,炭，木炭；生物炭,xxx
plain,adj.,坦白的；普通的,xxx
negotiate,v.,谈判，交涉，议定,xxx
greed,n.,贪心，贪婪,xxx
moss,n.,苔藓，地衣,xxx
pedal,n.,（自行车的）踏脚，踏板，脚蹬；（汽车或机器的）踏板,xxx
thereof,adv.,它的，其；由此,xxx
trivial,adj.,琐碎的；平常的,xxx
detail,n.,琐碎，小事,xxx
concern,n.,所关切的事；商行,xxx
what,adj.,所…的,xxx
miniature,n.,缩影,adj.,缩小的,xxx
hurt,n.,（对感情造成的）伤害，创伤,xxx
deform,v.,损坏…的形状,xxx
deformation,n.,损坏；变形；畸形,xxx
fringe,n.,穗，毛边；边缘,xxx
scrap,n.,碎片；废料,v.,废弃,xxx
random,n.,随机,adj.,随机的,xxx
garlic,n.,蒜，大蒜,xxx
plastic,adj.,塑料的；塑性的,xxx
shorthand,n.,速记，速记法,xxx
scout,v.,搜索，侦察,xxx
laundry,n.,送洗衣店去洗的东西,xxx
replace,v.,把...放回原处,xxx
loosely,adv.,松松地，松散地,xxx
rear,v.,饲养，培植；抚养,xxx
perish,v.,死亡，夭折；枯萎,xxx
hiss,n.,嘶嘶声,v.,嘶嘶作声,xxx
rip,v.,撕，扯破，划破,xxx
speculate,v.,猜测，推测；投机,xxx
smuggle,v.,私运，走私,xxx
confidence,n.,私房话，秘密，机密,xxx
velvet,adj.,丝绒制的；柔软光滑的,xxx
treasurer,n.,司库，财务主管,xxx
exposition,n.,说明，解释；展览会，博览会,xxx
preach,v.,说教，布道；鼓吹,xxx
observe,v.,说，评述，评论,xxx
momentary,adj.,瞬息间的，片刻的,xxx
instantaneous,adj.,瞬间的，即刻的,xxx
couch,n.,睡椅，长沙发椅,xxx
slumber,n.,睡眠；沉睡状态,xxx
buffalo,n.,水牛；水陆坦克,xxx
hydraulic,adj.,水力的；水力学的,xxx
watery,adj.,充满水的；与水有关的；湿的；（食物、饮料等）味淡的,xxx
rinse,v.,冲洗；嗽（口）,xxx
wrestle,n.,摔交；斗争，搏斗,xxx
numerical,adj.,数字的，数值的,xxx
reckon,v.,计算；认为,xxx
harp,n.,竖琴；天琴座,xxx
erect,adj.,直立的,xxx
terminology,n.,术语学，术语,xxx
proficient,adj.,熟练的，精通的,xxx
proficiency,n.,熟练，精通,xxx
input,v.,输入,n.,输入,xxx
grant,n.,拨款,xxx
dependant,n.,受赡养者,xxx
miser,n.,守财奴，吝啬鬼,xxx
trolley,n.,手推车；有轨电车,xxx
manuscript,n.,手稿，底稿，原稿,xxx
handbook,n.,手册，便览，指南,xxx
adoption,n.,收养；采纳，采取,xxx
revenue,n.,收入；收入数目,xxx
oath,n.,誓言，誓约，宣誓,xxx
vow,n.,誓言，誓约，许愿,xxx
pledge,n.,誓言,v.,使发誓,xxx
indoor,adj.,室内的；室内进行的,xxx
wholesome,adj.,对健康有益的,xxx
moderately,adv.,适度地，适中,xxx
fitting,adj.,适当的,n.,配件,xxx
fitness,n.,适当，恰当；健康,xxx
vision,n.,视力；眼力，想象力,xxx
attendant,n.,侍者；（要人的）侍从；（病人的）护理人员,xxx
occurrence,n.,发生的事,xxx
snob,n.,势利小人,xxx
snobbish,adj.,势利的，谄上欺下的,xxx
influence,n.,势力，权势,xxx
municipal,adj.,市的，市立的,xxx
conform,v.,使遵守；一致,xxx
automate,v.,使自动化,xxx
divert,v.,使转向；转移,xxx
specialize,v.,使专门化，专业化,xxx
hazard,v.,使遭危险,n.,危险,xxx
standardize,v.,使与标准比较,xxx
lengthen,v.,使延长，变长,xxx
shame,v.,使羞愧；玷辱,xxx
freshen,v.,使显得新鲜,xxx
distinguish,v.,使显出特色，使杰出,xxx
evaporate,v.,使脱水，发散蒸气,xxx
ventilate,v.,使通风，使换气,xxx
moor,v.,使停泊；使固定,xxx
resign,v.,使顺从，使听任于,xxx
perfect,v.,使熟练，使改善,xxx
infect,v.,使受影响,xxx
lubricate,v.,使润滑，加润滑油,xxx
soften,v.,使软化，变温和,xxx
facilitate,v.,使容易；助长,xxx
acquaint,v.,使认识，使了解,xxx
tiresome,adj.,使人厌倦的，讨厌的,xxx
sorrowful,adj.,使人伤心的；悲伤的,xxx
blaze,v.,使燃烧，燃烧,xxx
subdue,v.,使屈服，征服,xxx
bend,v.,使屈从，屈从,xxx
suit,v.,使配合，彼此协调,xxx
confront,v.,使面对；使对证,xxx
paralyse,v.,使麻痹，使瘫痪,xxx
deafen,v.,使聋,xxx
subject,v.,使隶属,xxx
terrify,v.,使恐怖，使惊吓,xxx
insulate,v.,使绝缘，使绝热,xxx
integrate,v.,使结合，使并入,xxx
alternate,v.,使交替,adj.,交替的,xxx
degrade,v.,使降低；使堕落,xxx
minimize,v.,使减到最小,xxx
mingle,vt.,使混合，混合起来,xxx
interconnect,v.,使互相联系,xxx
reconcile,v.,使和好；调停,xxx
oblige,v.,使感激；施恩惠于,xxx
enrich,v.,使富裕；使丰富,xxx
embarrass,v.,使…陷入困境,xxx
decay,v.,使腐朽，使腐烂,xxx
contrast,v.,使对比；形成对比,xxx
baffle,v.,使挫折,n.,迷惑,xxx
mature,v.,使成熟，成熟,xxx
ice,v.,使成冰，结冰,xxx
overload,v.,使超载,xxx
tangle,v.,使缠结，使纠缠,xxx
sweeten,v.,使变甜，变甜,xxx
thicken,v.,使变厚（或粗、密）,xxx
establish,v.,使…被接受,xxx
develop,v.,使（底片）显影,xxx
jog,v.,慢跑（尤作为锻炼）,xxx
engage,v.,使（齿轮等）啮合,xxx
vector,n.,矢量；飞机航线,xxx
nourishment,n.,食物；营养（情况）,xxx
pantry,n.,食品柜，餐具室,xxx
experimentally,adv.,实验上，实验性地,xxx
experimentation,n.,实验；试验,xxx
virtual,adj.,实际上的，实质上的,xxx
execution,n.,实行，执行；处死刑,xxx
quartz,n.,石英,xxx
graphite,n.,石墨，石墨电极,xxx
whitewash,n.,石灰水,v.,粉饰,xxx
limestone,n.,石灰石,xxx
humidity,n.,湿气；湿度,xxx
handout,n.,施舍物，救济品,xxx
verse,n.,诗，韵文；诗节,xxx
unemployment,n.,失业；失业人数,xxx
disgrace,n.,失宠，耻辱，丢脸,xxx
residual,adj.,剩余的；残余的,xxx
remainder,n.,剩余（物）；余数,xxx
excel,v.,胜过，杰出,xxx
stiff,adj.,生硬的,xxx
ecology,n.,生态学；个体生态学,xxx
hide,n.,生皮，兽皮，皮革,xxx
vital,adj.,生命的，生机的,xxx
producer,n.,生产者；舞台监督,xxx
productivity,n.,生产率；多产,xxx
productive,adj.,生产的；出产…的,xxx
hoist,v.,升起，扯起来,xxx
kidney,n.,肾，腰子,xxx
deliberately,adv.,故意地；审慎地,xxx
censor,v.,审查，检查,xxx
mystery,n.,神秘小说，侦探小说,xxx
shrine,n.,神殿，神龛，圣祠,xxx
divine,adj.,神的；敬神的,xxx
deliberate,adj.,深思熟虑的；审慎的,xxx
profound,adj.,见解深刻的；渊博的,xxx
trench,n.,深沟；壕沟，战壕,xxx
photography,n.,摄影术,xxx
editorial,n.,社论，期刊的社论,xxx
sociology,n.,社会学,xxx
conceive,v.,设想，以为；怀孕,xxx
reject,v.,舍弃，抛弃；排斥,xxx
serpent,n.,蛇（尤指大蛇或毒蛇）,xxx
extravagant,adj.,奢侈的；过度的,xxx
maid,n.,少女；处女,xxx
maiden,n.,少女，未婚女子,xxx
scorch,v.,烧焦；枯萎,xxx
context,n.,上下文；来龙去脉,xxx
Heaven,n.,上帝，神,xxx
counsel,n.,商议；忠告；律师,xxx
tradesman,n.,商人，店主；手艺人,xxx
trader,n.,商人,xxx
dealer,n.,商人；毒品贩；发牌者,xxx
ware,n.,物品；商品，货物,xxx
merchandise,n.,商品，货物,xxx
blue,adj.,伤心的；下流的,xxx
goodness,n.,善良，善行，美德,xxx
underwear,n.,衫衣，内衣，贴身衣,xxx
cancel,v.,取消,xxx
gap,n.,差距；山口，山峡,xxx
sift,v.,筛，过滤,xxx
shark,n.,鲨鱼；诈骗钱财者,xxx
gravel,n.,砂跞；砂砾层；结石,xxx
sardine,n.,沙丁鱼,xxx
tone,n.,色调，光度,xxx
scan,n.,扫描,xxx
uproar,n.,骚动，扰乱；喧嚣,xxx
prose,n.,散文,xxx
emission,n.,散发；传播；发出物,xxx
stroll,n.,散步，溜达，闲逛,xxx
triangular,adj.,三角的；三者间的,xxx
mute,n.,弱音器,xxx
choice,n.,入选者,adj.,优等的,xxx
tolerant,adj.,容忍的；有耐力的,xxx
commodity,n.,日用品，商品，物品,xxx
routine,adj.,日常的,n.,常规,xxx
undertaking,n.,任务，事业；承诺,xxx
deem,v.,认为，相信，想,xxx
awake,v.,认识到,xxx
recognition,n.,认出，识别,xxx
identification,n.,身份证；认出，鉴定,xxx
merciful,adj.,仁慈的，宽大的,xxx
hostage,n.,人质,xxx
pitch,n.,沥青,xxx
personnel,n.,人事部门,xxx
humanity,n.,人类；人性，人情,xxx
personality,n.,人格，个性；名人,xxx
thermal,adj.,热的；温热的,xxx
tropic,n.,回归线；热带地区,xxx
tropical,adj.,热带的；（天气）湿热的,xxx
concession,n.,让步，迁就,xxx
combustion,n.,燃烧,xxx
whisker,n.,髯，连鬓胡子,xxx
flock,v.,群集，聚集,xxx
conviction,n.,确信，信服，深信,xxx
certainty,n.,确实性，确信，确实,xxx
positively,adv.,确定的，断然,xxx
quantify,v.,确定…的数量,xxx
deficient,adj.,缺乏的；欠缺的,xxx
deficiency,n.,缺乏；不足,xxx
scarcity,n.,缺乏，不足,xxx
flaw,n.,缺点，瑕疵,xxx
induce,v.,劝诱；引起,xxx
persuasion,n.,劝说，说服,xxx
claim,n.,权利，所有权,xxx
late,adj.,去世不久的,xxx
extract,v.,取出；提取,n.,摘录,xxx
crank,n.,曲柄,v.,用曲柄转动,xxx
expel,v.,开除；驱逐；排出,xxx
dissipate,v.,驱散；消散；浪费,xxx
spherical,adj.,球形的，球面的,xxx
global,adj.,全球的,xxx
Jupiter,n.,木星；丘庇特,xxx
plea,n.,请愿，请求，恳求,xxx
petition,n.,请愿,v.,向…请愿,xxx
sight,n.,景象；名胜，风景,xxx
mistress,n.,情妇，情人,xxx
mosque,n.,清真寺,xxx
cleanliness,n.,清洁,xxx
inclination,n.,倾斜，点头；斜坡,xxx
rap,n.,轻敲击声,v.,敲击,xxx
rash,adj.,轻率的；鲁莽的,xxx
bronze,n.,青铜色,xxx
industrious,adj.,勤劳的，勤奋的,xxx
admiration,n.,钦佩；赞美，羡慕,xxx
agreeable,adj.,惬意的；同意的,xxx
section,n.,部分,xxx
segment,n.,切片，部分；段，节,xxx
slit,v.,切开,n.,狭长的切口,xxx
hardy,adj.,强壮的，耐劳的,xxx
compulsory,adj.,强迫的，义务的,xxx
constraint,n.,限制，束缚，约束,xxx
mighty,adj.,强大的；巨大的,xxx
thoughtless,adj.,欠考虑的；自私的,xxx
denounce,v.,谴责，声讨；告发,xxx
pious,adj.,虔诚的；虔奉宗教的,xxx
lobby,n.,前厅，（剧院的）门廊,xxx
consistent,adj.,前后一致的，连贯的,xxx
predecessor,n.,前辈，前任者,xxx
visa,n.,签证,xxx
modesty,n.,谦逊；端庄,xxx
gracious,adj.,谦和的,xxx
migrate,v.,迁移，移居,xxx
kilowatt,n.,千瓦（特）,xxx
pertinent,adj.,恰当的；有关的,xxx
apt,adj.,恰当的；聪明的,xxx
utensil,n.,器皿，用具,xxx
maple,n.,槭树，枫树,xxx
follower,n.,信徒，追随者,xxx
siren,n.,汽笛，警报器,xxx
motel,n.,汽车游客旅馆,xxx
garage,n.,汽车修理站,xxx
motorway,n.,汽车道，快车路,xxx
hitherto,adv.,迄今，到目前为止,xxx
barometer,n.,气压计，睛雨表,xxx
pant,v.,气喘,xxx
jack,n.,起重器；传动装置,xxx
scratch,n.,（某人皮肤上的）划痕，划伤,xxx
count,n.,起拆理由，罪状,xxx
message,n.,启示，要旨，教训,xxx
enlighten,v.,启发，开导；启蒙,xxx
implore,v.,乞求，恳求，哀求,xxx
knight,n.,骑士，武士；爵士,xxx
marvel,n.,奇迹；惊奇,v.,惊奇,xxx
subsequently,adv.,其后，其次，接着,xxx
cheat,n.,欺诈；骗取,xxx
periodical,n.,期刊，杂志,xxx
currently,adv.,当前,xxx
universally,adv.,普遍地，一般地,xxx
bushel,n.,蒲式耳（容量单位）,xxx
raisin,n.,葡萄干,xxx
fracture,n.,破裂；裂痕,v.,破裂,xxx
destructive,adj.,破坏（性）的，危害的,xxx
bankrupt,adj.,破产的,v.,使破产,xxx
persecute,v.,迫害，残害,xxx
incline,n.,坡度,xxx
flask,n.,瓶,xxx
tack,n.,平头钉,v.,钉住,xxx
terrace,n.,平台，阳台，露台,xxx
civilian,n.,平民,adj.,平民的,xxx
tranquil,adj.,平静的；稳定的,xxx
equation,n.,平衡；反应式,xxx
equilibrium,n.,平衡，均衡；均衡论,xxx
commonplace,adj.,平凡的,n.,平常话,xxx
frequency,n.,频繁，屡次；频率,xxx
barren,adj.,贫瘠的；不孕的,xxx
float,n.,漂浮物；浮标，木筏,xxx
bleach,v.,漂白，变白,xxx
flake,n.,片，薄片,xxx
deflection,n.,偏斜，歪斜；偏差,xxx
prejudice,n.,偏见，成见；损害,xxx
adjacent,adj.,毗连的；紧接着的,xxx
cape,n.,披肩，斗篷；海角,xxx
clash,n.,冲突，抵触；碰撞声,xxx
collide,v.,碰撞；冲突，抵触,xxx
ingredient,n.,配料，成分,xxx
shell,n.,炮弹，猎枪子弹,xxx
battery,n.,炮组，排炮,xxx
foam,n.,泡沫塑料；泡沫,xxx
bypass,n.,旁通管,v.,绕过,xxx
limp,v.,蹒跚，跛行,n.,跛行,xxx
stagger,v.,蹒跚，使摇晃,xxx
ascend,v.,攀登，登高,xxx
dispatch,v.,派遣；调度,n.,急件,xxx
faction,n.,派别，宗派，小集团,xxx
hover,v.,徘徊；傍徨；翱翔；盘旋,xxx
drainage,n.,排水；下水道,xxx
range,v.,排列,xxx
clap,n.,拍手喝采声；霹雳声,xxx
reptile,n.,爬行动物,xxx
overhear,v.,偶然听到；偷听,xxx
ohm,n.,欧姆,xxx
hostess,n.,女主人；旅馆女老板,xxx
feminine,adj.,女性的；女子气的,xxx
waitress,n.,女侍者，女服务员,xxx
goddess,n.,女神,xxx
blouse,n.,女衬衫；罩衫,xxx
coward,adj.,懦怯的，胆小的,xxx
radiator,n.,暖气片；散热器,xxx
strive,v.,努力，奋斗，力求,xxx
mess,v.,弄脏，弄乱，搞糟,xxx
distortion,n.,歪曲；畸变,xxx
shorten,v.,弄短，缩小，减少,xxx
Saturn,n.,土星,xxx
milky,adj.,牛奶的；乳白色的,xxx
wrench,v.,拧，扭伤,n.,拧,xxx
wring,v.,拧，挤，扭，榨,xxx
peer,v.,凝视,xxx
nickel,n.,镍；镍币,xxx
junior,n.,年少者；晚辈,xxx
annually,adv.,年年，每年,xxx
practicable,adj.,能实行的；适用的,xxx
capability,n.,能力，才能,xxx
basin,n.,内海；盆地；流域,xxx
interior,n.,内部,adj.,内部的,xxx
tickle,v.,挠，胳肢；逗乐,xxx
incredible,adj.,难以置信的，惊人的,xxx
difficult,adj.,难以满足的,xxx
refugee,n.,难民，流亡者,xxx
pumpkin,n.,南瓜,xxx
polar,adj.,南（北）极的；极性的,xxx
masculine,adj.,男性的,xxx
baron,n.,男爵；贵族；巨商,xxx
endurance,n.,耐久力，持久力,xxx
sodium,n.,钠,xxx
pasture,n.,牧场,xxx
intent,adj.,目不转睛的，热切的,xxx
end,n.,目标，目的,xxx
oyster,n.,牡蛎,xxx
magician,n.,魔法师；变戏法的人,xxx
skyscraper,n.,摩天楼,xxx
module,n.,模块；组件,xxx
ambiguous,adj.,模棱两可的；分歧的,xxx
feel,v.,摸起来,xxx
destiny,n.,命运，天数,xxx
doom,n.,厄运，毁灭,v.,注定,xxx
proposition,n.,命题，主题；提议,xxx
bid,v.,报价；命令,xxx
destine,v.,命定，注定；预定,xxx
sensible,adj.,明显的，感觉得到的,xxx
explicit,adj.,明晰的；直率的,xxx
decidedly,adv.,明确地，坚决地,xxx
formulation,n.,表述方式,xxx
brightness,n.,明亮，辉煌，聪明,xxx
classic,n.,名著,adj.,不朽的,xxx
promptly,adv.,敏捷地，迅速地,xxx
sensitivity,n.,敏感（性）；灵敏性,xxx
representation,n.,描写；陈述；代表,xxx
nursery,n.,苗圃,xxx
deposition,n.,免职，罢免,xxx
confidential,adj.,秘密的；亲信的,xxx
enchant,v.,迷住；用魔法迷惑,xxx
fascinate,v.,迷住，迷人,xxx
superstition,n.,迷信，迷信行为,xxx
stray,v.,迷路,adj.,迷路的,xxx
perplex,v.,迷惑，困惑，难住,xxx
bewilder,v.,迷惑，把…弄糊涂,xxx
snap,v.,猛咬；突然折断,xxx
hurl,v.,猛投；猛冲,xxx
jerk,v.,猛地一拉，急拉,xxx
ally,n.,盟国；同盟者，伙伴,xxx
threshold,n.,门槛；入门，开端,xxx
charm,n.,魅力；妩媚,v.,迷人,xxx
fair,adj.,美丽的,xxx
offensive,adj.,冒犯的；进攻的,xxx
pore,n.,毛孔，气孔，细孔,xxx
fuss,n.,大惊小怪,v.,忙乱,xxx
cartoon,n.,动画片；漫画,xxx
vine,n.,蔓，藤，藤本植物,xxx
expire,v.,满期，到期；断气,xxx
bull,n.,买空的证券投机商,xxx
wharf,n.,码头，停泊所,xxx
circus,n.,马戏；马戏团,xxx
filter,v.,滤过,xxx
ass,n.,傻瓜，蠢笨的人；驴,xxx
propeller,n.,螺旋桨，推进器,xxx
spiral,adj.,螺旋（形）的，盘旋的,xxx
nut,n.,螺帽，螺母,xxx
Roman,n.,古罗马人；罗马人,xxx
thesis,n.,论文；论题，论点,xxx
forum,n.,论坛，讨论会,xxx
oval,adj.,卵形的,n.,卵形,xxx
video,adj.,录像的,xxx
reed,n.,芦笛，牧笛,xxx
leakage,n.,漏，泄漏；漏出物,xxx
hug,v.,搂,n.,紧紧拥抱,xxx
stairway,n.,楼梯,xxx
monopoly,n.,垄断；独占，专利,xxx
bridle,n.,马笼头；马勒,v.,束缚；抑制,xxx
willow,n.,柳树，柳木,xxx
streamline,n.,流线；流线型,xxx
rascal,n.,流氓，恶棍，无赖,xxx
prevalent,adj.,流行的；盛行的,xxx
exile,v.,流放,n.,被流放者,xxx
flux,n.,流；涨潮；流量,xxx
track,v.,留下足迹,xxx
gramophone,n.,留声机,xxx
otherwise,adv.,另外；在其他方面,xxx
province,n.,领域，范围，职权,xxx
consul,n.,领事,xxx
retail,n.,零售,xxx
flexible,adj.,灵活的，可变通的,xxx
inspiration,n.,灵感；妙想；鼓舞,xxx
grove,n.,林子，小树林，园林,xxx
neighbouring,adj.,邻近的，接壤的,xxx
vicinity,n.,邻近；附近地区,xxx
fission,n.,裂开；分裂生殖,xxx
prey,n.,猎物,v.,捕获,xxx
martyr,n.,烈士，殉难者,xxx
grin,v.,咧着嘴笑,xxx
expect,v.,料想，认为,xxx
quantitative,adj.,量的；定量的,xxx
blush,v.,脸红，害臊,n.,脸红,xxx
allied,adj.,联合的；联姻的,xxx
ripple,n.,涟漪，细浪，波纹,xxx
mitten,n.,连指手套,xxx
attachment,n.,爱慕；附件；连接物,xxx
junction,n.,连接点，汇合处,xxx
chestnut,n.,栗子；栗树；栗色,xxx
exceptional,adj.,优越的；例外的,xxx
solar,adj.,利用太阳光的,xxx
impose,v.,将（想法、信仰等）强加于（某人）,xxx
utilization,n.,利用，效用,xxx
stereo,n.,立体声,adj.,立体声的,xxx
cubic,adj.,立方体的；立方的,xxx
legislation,n.,立法；法规,xxx
historian,n.,历史学家；编史家,xxx
historic,adj.,历史的；历史性的,xxx
mechanics,n.,力学，机械学,xxx
intellect,n.,理智，智力，才智,xxx
ideally,adv.,理想地；理论上,xxx
abstract,adj.,理论上的,n.,抽象派作品,xxx
slang,n.,俚语；行话，黑话,xxx
courtesy,n.,礼貌，谦恭,xxx
twilight,n.,黄昏,xxx
ion,n.,离子,xxx
excursion,n.,（尤指集体）远足，短途旅行,xxx
grim,adj.,严厉的,xxx
prism,n.,棱镜；棱柱（体）,xxx
troublesome,adj.,困难的,xxx
analogue,n.,类似物,xxx
similarity,n.,类似，相似；类似点,xxx
flank,n.,肋，肋腹；侧面,xxx
comprehend,v.,了解，理解，领会,xxx
optimism,n.,乐观，乐观主义,xxx
sophisticated,adj.,老于世故的；高级的,xxx
straightforward,adj.,老实的，坦率的,xxx
wasteful,adj.,浪费的,xxx
idleness,n.,懒惰；赋闲无事,xxx
shabby,adj.,破旧的；褴褛的,xxx
dust,n.,灰尘,xxx
flight,n.,溃退，逃跑,xxx
rapture,n.,狂喜，欢天喜地,xxx
fury,n.,狂怒，暴怒；猛烈,xxx
violent,adj.,狂暴的,xxx
furious,adj.,狂暴的；强烈的,xxx
satisfaction,n.,满足，愉快,xxx
snack,n.,快餐，小吃,xxx
rapidity,n.,快，迅速；陡，险峻,xxx
parade,v.,夸耀（才能等）,xxx
pants,n.,裤子；男用短衬裤,xxx
bitterness,n.,苦味，辛酸，苦难,xxx
wither,v.,枯萎；使衰弱,xxx
clasp,v.,扣住，扣紧，钩住,xxx
fastener,n.,扣件，钮扣，揿钮,xxx
stammer,v.,口吃地说,n.,口吃,xxx
panic,n.,恐慌，惊慌,xxx
terrorist,n.,恐怖分子,xxx
peacock,n.,孔雀,xxx
fantastic,adj.,空想的；奇异的,xxx
pneumatic,adj.,空气的；气动的,xxx
aerial,adj.,空气的；航空的,xxx
spatial,adj.,空间的，占据空间的,xxx
void,adj.,无效的；空的,xxx
gnaw,v.,啃，咬断，啮,xxx
longing,n.,渴望,adj.,显示渴望的,xxx
suspicious,adj.,可疑的；猜疑的,xxx
shady,adj.,可疑的，靠不住的,xxx
questionable,adj.,可疑的，不可靠的,xxx
portable,adj.,可移动的,xxx
grateful,adj.,感谢的，感激的,xxx
adjustable,adj.,可调整的，可校准的,xxx
frightful,adj.,可怕的；讨厌的,xxx
formidable,adj.,可怕的；难对付的,xxx
dreadful,adj.,可怕的；令人畏惧的,xxx
monstrous,adj.,极大的；可怕的,xxx
possibility,n.,可能的事,xxx
likelihood,n.,可能（性）,xxx
respectable,adj.,可敬的；人格高尚的,xxx
appreciable,adj.,可察觉的,xxx
shameful,adj.,可耻的；不道德的,xxx
comparable,adj.,可比较的；类似的,xxx
particular,adj.,特称的；苛求的,xxx
whereby,adv.,靠什么；靠那个,xxx
ponder,v.,考虑，沉思,xxx
exploration,n.,考察；勘探；探查,xxx
generosity,n.,慷慨，宽宏大量,xxx
discern,v.,弄清楚，辨别；看出，辨出,xxx
fell,v.,砍倒（树等）；砍伐,xxx
carry,v.,刊登,xxx
inaugurate,v.,使就职；开始,xxx
initiate,v.,开始，创始；启蒙,xxx
commence,v.,开始；获得学位,xxx
reclaim,v.,开垦，开拓；回收,xxx
evolution,n.,进化,xxx
start,v.,开动，着手；开设,xxx
unlock,v.,开…的锁；开启,xxx
sheriff,n.,郡长,xxx
monarch,n.,君主，最高统治者,xxx
sovereign,n.,君主,adj.,统治的,xxx
bugle,n.,军号，喇叭,xxx
extinct,adj.,绝种的,xxx
decisive,adj.,决定性的；果断的,xxx
govern,v.,决定，支配；控制,xxx
winding,n.,蜿蜒曲折的路径,adj.,蜿蜒曲折的,xxx
curly,adj.,卷曲的；有卷毛的,xxx
reel,v.,卷，绕,xxx
mob,v.,团团围住（名人等）,xxx
polymer,n.,聚合物，多聚物,xxx
hurricane,n.,飓风，十二级风,xxx
sting,n.,剧痛；刺痛,v.,刺,xxx
repel,v.,使厌恶；拒绝,xxx
gigantic,adj.,巨大的；巨人似的,xxx
uphold,v.,维护,xxx
exemplify,v.,举例证明（解释）,xxx
rectangle,n.,矩形，长方形,xxx
administration,n.,局（或署、处等）,xxx
reside,v.,居住，驻扎；属于,xxx
dwell,v.,居住；凝思，细想,xxx
induction,n.,就职；归纳推理,xxx
Christ,n.,救世主（耶稣基督）,xxx
symposium,n.,座谈会,xxx
whoever,pron.,究竟是谁,xxx
rectify,v.,纠正；调整,xxx
vein,n.,静脉，血管；矿脉,xxx
competitor,n.,竞争者，敌手,xxx
competitive,adj.,竞争的，比赛的,xxx
contend,v.,竞争；坚决主张,xxx
alert,adj.,警惕的,xxx
warning,n.,警告，告诫，鉴诫,xxx
whale,n.,鲸,xxx
selection,n.,选择；精选的东西,xxx
thorough,adj.,精心的；详尽的,xxx
finely,adv.,精细地；美好地,xxx
literary,adj.,文学的,xxx
refinery,n.,精炼厂，提炼厂,xxx
vigorous,adj.,精力旺盛的，茁壮的,xxx
fright,n.,惊吓，恐怖,xxx
astonishment,n.,惊奇，惊讶,xxx
dismay,n.,惊慌，沮丧，灰心,xxx
empirical,adj.,经验主义的,xxx
longitude,n.,经线，经度,xxx
support,v.,经受，承受,xxx
economics,n.,经济学；经济,xxx
prohibition,n.,禁止；禁令，禁律,xxx
shortcut,n.,近路；捷径,xxx
inlet,n.,水湾；进口,xxx
perfection,n.,尽善尽美；无比精确,xxx
notwithstanding,prep.,尽管，虽然,xxx
prudent,adj.,谨慎的；精明的,xxx
compact,adj.,紧密的,v.,使紧凑,xxx
tightly,adv.,紧地，牢固地,xxx
barely,adv.,勉强；仅仅,xxx
metallic,adj.,金属的,xxx
tuna,n.,金枪鱼,xxx
henceforth,adv.,今后，从今以后,xxx
mustard,n.,芥子，芥末,xxx
presentation,n.,介绍；呈现,xxx
interpret,v.,口译；解释,xxx
version,n.,解释,xxx
untie,v.,解开，松开；解放,xxx
tackle,v.,解决，对付,n.,用具,xxx
dissolve,v.,解除（婚约等）,xxx
tuberculosis,n.,结核病，肺结核,xxx
incorporate,v.,结合，合并，收编,xxx
construction,n.,建筑结构,xxx
economically,adv.,在经济上；节约地,xxx
abbreviation,n.,节略，缩写，缩短,xxx
thrifty,adj.,节俭的,xxx
interview,v.,接见，会见，会谈,xxx
receiver,n.,接待者；收受者,xxx
yeast,n.,酵母,xxx
doctrine,n.,教义，主义；学说,xxx
tutor,v.,教，指导,xxx
disillusion,v.,觉醒，使觉醒,xxx
horn,n.,角状物；喇叭形物,xxx
reef,n.,礁，礁石，暗礁,xxx
coke,n.,焦炭,xxx
symphony,n.,交响乐；交响乐团,xxx
intercourse,n.,交际，往来，交流,xxx
soy,n.,大豆，黄豆；酱油,xxx
parachute,n.,降落伞,xxx
degradation,n.,降级；退化；衰变,xxx
oar,n.,桨,xxx
discourse,n.,讲话，演说，讲道,xxx
ginger,n.,姜，生姜,xxx
